Nama File;Requirement Statement;Noise?
12_15hlmnSRS4.0_uji12;The system shall provide storage of all databases on redundant computers with automatic switchover.;0
12_15hlmnSRS4.0_uji12;The system shall provide for replication of databases to off-site storage locations.;0
12_15hlmnSRS4.0_uji12;The system shall provide RAID V Disk Stripping on all database storage disks.;0
12_15hlmnSRS4.0_uji12;The system shall provide a contractual agreement with an internet service provider for T3 access with 99.9999% availability.;0
12_15hlmnSRS4.0_uji12;The system shall provide a contractual agreement with an internet service provider who can provide 99.999% availability through their network facilities onto the internet.;0
12_15hlmnSRS4.0_uji12;The product shall be based on web and has to be run from a web server.;0
12_15hlmnSRS4.0_uji12;The product shall take initial load time depending on internet connection strength which also depends on the media from which the product is run.;0
12_15hlmnSRS4.0_uji12;The performance shall depend upon hardware components of the client/customer.;0
12_15hlmnSRS4.0_uji12;The system shall use secure sockets in all transactions that include any confidential customer information.;0
12_15hlmnSRS4.0_uji12;The system shall automatically log out all customers after a period of inactivity.;0
12_15hlmnSRS4.0_uji12;The system shall confirm all transactions with the customer’s web browser.;0
12_15hlmnSRS4.0_uji12;The system shall not leave any cookies on the customer’s computer containing the user’s password.;0
12_15hlmnSRS4.0_uji12;The system shall not leave any cookies on the customer’s computer containing any of the user’s confidential information.;0
12_15hlmnSRS4.0_uji12;The customer’s web browser shall never display a customer’s password.  It shall always be echoed with special characters representing typed characters.;0
12_15hlmnSRS4.0_uji12;The customer’s web browser shall never display a customer’s credit card number after retrieving from the database.  It shall always be shown with just the last 4 digits of the credit card number.;0
12_15hlmnSRS4.0_uji12;The system’s back-end servers shall never display a customer’s password.  The customer’s password may be reset but never shown.;0
12_15hlmnSRS4.0_uji12;The system’s back-end servers shall only be accessible to authenticated administrators.;0
12_15hlmnSRS4.0_uji12;The system’s back-end databases shall be encrypted.;0
12_15hlmnSRS4.0_uji12;The source code developed for this system shall be maintained in configuration management tool.;1
12_15hlmnSRS4.0_uji12;The system shall be built using a standard web page development tool that conforms to either IBM’s CUA standards or Microsoft’s GUI standards.;0
12_15hlmnSRS4.0_uji12;There are no memory requirements.;0
12_15hlmnSRS4.0_uji12;The computers must be equipped with web browsers such as Internet explorer.;0
12_15hlmnSRS4.0_uji12;The product must be stored in such a way that allows the client easy access to it.;0
12_15hlmnSRS4.0_uji12;Response time for loading the product should take no longer than five minutes.;0
12_15hlmnSRS4.0_uji12;A general knowledge of basic computer skills is required to use the product.;0
12_15hlmnSRS4.0_uji12;As the product is E-store, On-line help system becomes a critical component of the system which shall provide –.;0
12_15hlmnSRS4.0_uji12;It shall provide specific guidelines to a user for using the E-Store system and within the system.;0
12_15hlmnSRS4.0_uji12;To implement online user help, link and search fields shall be provided.;0
12_15hlmnSRS4.0_uji12;"There are many types of interfaces as such supported by the E-Store software system namely User Interface, Software Interface and Hardware Interface.";0
12_15hlmnSRS4.0_uji12;The protocol used shall be HTTP.;0
12_15hlmnSRS4.0_uji12;The Port number used will be 80.;0
12_15hlmnSRS4.0_uji12;There shall be logical address of the system in IPv4 format.;0
12_15hlmnSRS4.0_uji12;The user interface for the software shall be compatible to any browser such as Internet Explorer, Mozilla or Netscape Navigator by which user can access to the system.;0
12_15hlmnSRS4.0_uji12;The user interface shall be implemented using any tool or software package like Java Applet, MS Front Page, EJB etc.;0
12_15hlmnSRS4.0_uji12;Since the application must run over the internet, all the hardware shall require to connect internet will be hardware interface for the system. As for e.g. Modem, WAN – LAN, Ethernet Cross-Cable.;0
12_15hlmnSRS4.0_uji12;The e-store system shall communicate with the Configurator to identify all the available components to configure the product.;0
12_15hlmnSRS4.0_uji12;The e-store shall communicate with the content manager to get the product specifications, offerings and promotions.;0
12_15hlmnSRS4.0_uji12;The e-store system shall communicate with billPay system to identify available payment methods , validate the payments and process payment.;0
12_15hlmnSRS4.0_uji12;The e-store system shall communicate to credit management system for handling financing options.;0
12_15hlmnSRS4.0_uji12;The e-store system shall communicate with CRM system to provide support.;0
12_15hlmnSRS4.0_uji12;The e-store system shall communicate with Sales system for order management.;0
12_15hlmnSRS4.0_uji12;The e-store system shall communicate with shipping system for tracking orders and updating of shipping methods.;0
12_15hlmnSRS4.0_uji12;The e-store system shall communicate with external Tax system to calculate tax.;0
12_15hlmnSRS4.0_uji12;The e-store system shall communicate with export regulation system to validate export regulations.;0
12_15hlmnSRS4.0_uji12;The system shall be verisign like software which shall allow the users to complete secured transaction. This usually shall be the third party software system which is widely used for internet transaction.;0
12_15hlmnSRS4.0_uji12;The e-store system shall use the HTTP protocol for communication over the internet and for the intranet communication will be through TCP/IP protocol suite.;0
12_15hlmnSRS4.0_uji12;E-store should display the disclaimers, copyright, word mark, trademark and product warranties of the Marvel electronics and home entertainment.;0
12_15hlmnSRS4.0_uji12;It shall be as per the industry standard.;1
13_T1-Req-uji13;The only requirements besides having an iPhone will be having a Twitter account and internet acces;0
13_T1-Req-uji13;The Twitter client will use several different data objects while in operation.;0
13_T1-Req-uji13;The data objects that are while used inside the Application will be the main driving force of the client.;1
13_T1-Req-uji13;They will provide all the information the user wants to see based on what he or she inputs;1
13_T1-Req-uji13;The user is the main data object of the client’s system.;1
13_T1-Req-uji13;The user will log into the client by supplying a username and password.;0
13_T1-Req-uji13;If the user does not already have a Twitter account, then they will have to create one in order to log into the client;0
13_T1-Req-uji13;After logging in, the user will then be able to use a search box for any anything they may want to search for, or they can enter a new Tweet for their own account.;0
13_T1-Req-uji13;The user will also be able to select who to follow, and whether or not to allow someone to follow them.;0
13_T1-Req-uji13;The user’s Twitter page is an important data object in regards to the client.;0
13_T1-Req-uji13;This is where all the users Tweets are displayed and also the list of whom he or she is following or who is following them.;0
13_T1-Req-uji13;As the user enters new Tweets or someone tags his or her name in a Tweet, the page will change.;0
13_T1-Req-uji13;The new page must be updated every time a change occurs.;0
13_T1-Req-uji13;A Tweet is another data object.;0
13_T1-Req-uji13;A Tweet will be input by the user of the client.;0
13_T1-Req-uji13;A Tweet can be any sort of text as long as it is under the maximum number of characters allowed per Tweet.;0
13_T1-Req-uji13;A newly entered Tweet will appear on the user’s Twitter page upon submission.;0
13_T1-Req-uji13;Other pages on Twitter are also data objects.;0
13_T1-Req-uji13;The user will be able to access other pages by either searching or clicking a linked page on their page.;0
13_T1-Req-uji13;The client would not be appealing if only the user’s page could be accessed, so ability to access other pages is essential.;1
13_T1-Req-uji13;A trending topics page will be very useful to the user because it will keep them up to date on what is popular.;0
13_T1-Req-uji13;The user will enter a Tweet that can be seen by themselves and anyone who is following them.;0
13_T1-Req-uji13;If the user is tagged in a tweet it will immediately be viewable by the user.;0
13_T1-Req-uji13;The user has the ability to search for other Twitter pages by using a search box.;0
13_T1-Req-uji13;The Twitter client will store data only in one location.;0
13_T1-Req-uji13;The only data that will be stored will be the user’s username and password to increase ease of access.;0
13_T1-Req-uji13;The tweets that the user enters and the tweets that the user is tagged in will all be handled by the Twitter API that we will be working with.;0
13_T1-Req-uji13;The searches that the user submits do not need to be saved, so they will not be.;1
13_T1-Req-uji13;A user will enter his/her credentials into the proper fields and the user will be logged into the Twitter system.;0
13_T1-Req-uji13;User will be given option to remember credentials so further input at startup is not necessary.;0
13_T1-Req-uji13;When the user clicks logout all personal data will be removed and all program data will be wiped.;0
13_T1-Req-uji13;The user’s password will be removed and the user will be forced to re-enter their credentials at next startup.;0
13_T1-Req-uji13;Once the user has successfully logged into the Twitter system, the users Twitter feed will be displayed on the screen.;0
13_T1-Req-uji13;The number of previous data displayed will be preset by the user in the preferences pane.;1
13_T1-Req-uji13;A new view will display and show a composition window with various rich text and multimedia options.;1
13_T1-Req-uji13;The user can then enter his/her tweet and submit it to the Twitter system.;0
13_T1-Req-uji13;The tweet will be immediately displayed on the users feed.;0
13_T1-Req-uji13;When in the composition window, the user will be prompted with an image picker which will allow the user to insert an image from the users device.;0
13_T1-Req-uji13;When in the composition windows, the camera display will be shown and once the image is taken, the user will be given the option to keep re-taking.;0
13_T1-Req-uji13;If the user keeps the photo it will be used in the composition window, if the user selects re-take, the photo will be deleted and the camera display will be shown again.;0
13_T1-Req-uji13;The user will be prompted to insert existing voice memo or take a new voice memo.;0
13_T1-Req-uji13;The user will be prompted with a clip picker so the user may select a pre-existing clip on their device.;0
13_T1-Req-uji13;The user will be shown the voice memo window in which he/she may record a new voice memo.;0
13_T1-Req-uji13;The user will then have the option to hear the voice memo before submitting.;0
13_T1-Req-uji13;Once listened to, the user may select keep or re-record.;0
13_T1-Req-uji13;If the user decides to keep the memo, the memo will be inserted into the composition window.;0
13_T1-Req-uji13;If the user decided to re-record, the memo will be removed and the user will be shown the voice memo window again.;0
13_T1-Req-uji13;This function will display all mentions of the users handle (or username) in the Twitter system.;0
13_T1-Req-uji13;This function will display a search window in which the user can search for specific words in Tweets.;0
13_T1-Req-uji13;The window will also offer the ability to search for users on Twitter.;0
13_T1-Req-uji13;This window will display the users Direct Message (or DM) inbox.;0
13_T1-Req-uji13;This function will also allow the user to compose a new message, delete current messages, and read existing messages in greater detail.;0
13_T1-Req-uji13;This function will display topics which are currently trending on twitter.;0
13_T1-Req-uji13;The order of the topics will be determined by the items rise in popularity over a given timeline.;0
13_T1-Req-uji13;This function will display a preferences view which will contain various settings which the user may change based on preference.;1
13_T1-Req-uji13;The Twitter client will run natively on all iOS devices, including the iPod touch and iPad.;0
13_T1-Req-uji13;The client will be designed specifically for the iPhone/iPod Touch but it will retain the same functionality on the iPad.;0
13_T1-Req-uji13;The Twitter client will rely heavily on the Twitter API for retrieval of user data.;0
13_T1-Req-uji13;The client must work closely with the Twitter systems to authenticate and deliver content.;0
13_T1-Req-uji13;The client will be designed to work with the latest API available and compatibility is guaranteed with and iOS device running the latest version of iOS.;0
13_T1-Req-uji13;The client will utilize a common design theme throughout the entire system.;0
13_T1-Req-uji13;The application will contain multiple views, each of which will serve some primary function.;0
13_T1-Req-uji13;Each of these interfaces will differ only in content, but will maintain similar design themes.;0
13_T1-Req-uji13;The interface will utilize a fluid and robust interface, it will be easy to understand and will not require a tutorial for first-use (although one will be provided).;0
14_yh-rr-ss-jw1-uji14;"A ""meeting initiator"" shall initiate a meeting by deciding on a ""meeting topic"", by selecting a list of ""potential meeting participants"", and by selecting a ""date range"", ""duration"", and ""location"" for the meeting.";0
14_yh-rr-ss-jw1-uji14;"A ""meeting initiator"" or ""potential meeting participant"" shall provide the ability where a person may ""delegate"" the ability to initiate or accept (or decline) a meeting to another system user.";0
14_yh-rr-ss-jw1-uji14;"A ""meeting initiator"" shall be one of the ""potential meeting participants"" by default but may opt to remove himself as a ""potential meeting participant"".";0
14_yh-rr-ss-jw1-uji14;"A ""meeting initiator"" shall confirm the meeting and the system shall change the ""time slots"" of accepting ""meeting participants"" from a temporary reservation to a scheduled meeting, once all ""potential meeting participants"" have responded to the ""meeting proposal.";0
14_yh-rr-ss-jw1-uji14;"A ""meeting initiator"" shall cancel the meeting and the system shall change the ""time slots"" from being temporarily reserved to be freed once the meeting is canceled.";0
14_yh-rr-ss-jw1-uji14;"A ""meeting initiator"" shall reschedule the meeting and the system reschedule the meeting by releasing the temporary reservations and selecting a different ""data range"", ""duration"", or ""location"" and starting the process over.";0
14_yh-rr-ss-jw1-uji14;"A ""meeting initiator"" may send a ""meeting proposal"" for a ""virtual meeting"" for the available ""time slot"" if the ""date range"" and ""duration"" is acceptable but no location for the meeting is available.";0
14_yh-rr-ss-jw1-uji14;"A ""meeting initiator"" may cancel the meeting or reschedule the meeting at any time prior to the start of the meeting.";0
14_yh-rr-ss-jw1-uji14;A meeting scheduler may (optionally) automatically propose another meeting if current meeting is canceled by an important participant.;0
14_yh-rr-ss-jw1-uji14;"A meeting scheduler may provide the ""meeting initiator"" a summary of the scan of ""potential meeting participants"" showing available ""time slots"" and schedule conflicts as a means of informing the ""meeting initiator"" of the overall results of the system.";0
14_yh-rr-ss-jw1-uji14;"The ""meeting initiator"" may designate one or more ""potential meeting participants"" as ""important"" meaning that their attendance at the meeting is required in order to have the meeting.";0
14_yh-rr-ss-jw1-uji14;"The ""meeting proposal"" may include an ""agenda"" or list of topics for discussion during the meeting and may include a list of ""required equipments"".";0
14_yh-rr-ss-jw1-uji14;"A meeting scheduler will scan all the list of ""potential meeting participants"" to determine a ""time slot"" of the required ""duration"" exists among all ""potential meeting participants"" once a ""meeting proposal"" is entered to the system.";0
14_yh-rr-ss-jw1-uji14;"A meeting scheduler will inform the ""meeting initiator"" that no ""time slot"" exists for all ""potential meeting participants"" and may optionally suggest an alternative ""date range"", ""duration"", and ""location"" which is available.";0
14_yh-rr-ss-jw1-uji14;"A meeting scheduler will temporarily reserve the ""time slots"" for the proposed meeting and inform the ""potential meeting participant"" of the meeting and request input as to ""will attend"" or ""will not attend"", if a ""time slot"" exists.";0
14_yh-rr-ss-jw1-uji14;"A ""potential meeting participant"" or their ""delegate"" may accept or refuse the meeting. If accepting, the ""potential meeting participant"" becomes a ""confirmed meeting participant"". If refusing, the ""potential meeting participant"" may provide a reason for his refusal.";0
14_yh-rr-ss-jw1-uji14;"A ""confirmed meeting participant"" may request special equipment.";0
14_yh-rr-ss-jw1-uji14;"A ""potential meeting participant"" or ""confirmed meeting participant"" may confirm or cancel their attendance at the meeting subject to the administrative rules and practices of the participant’s.";0
14_yh-rr-ss-jw1-uji14;"Any physical changes to the ""location"" and its ""required equipment"" shall be kept up-to-date.";0
14_yh-rr-ss-jw1-uji14;"If any physical changes to the ""location"" and its ""required equipments"" shall occur after a ""meeting proposal"" and before the meeting date, the ""meeting initiator"" shall be notified promptly.";0
14_yh-rr-ss-jw1-uji14;The meeting scheduler system shall be able to schedule a meeting with a meeting topic, date range, duration, and location for a list of participants.;0
14_yh-rr-ss-jw1-uji14;"The meeting scheduler system shall monitor meetings, since some of the meeting held as a ""virtual meeting"".";0
14_yh-rr-ss-jw1-uji14;The meeting scheduler system shall be able to select a participant as an important participant.;0
14_yh-rr-ss-jw1-uji14;The meeting scheduler system shall cancel a meeting due to canceling of an important participant.;0
14_yh-rr-ss-jw1-uji14;The meeting scheduler system shall reschedule a meeting to support conflict resolutions.;0
14_yh-rr-ss-jw1-uji14;The meeting scheduler shall be accessed from the Web.;0
14_yh-rr-ss-jw1-uji14;The meeting scheduler system may (optionally) automatically propose another meeting if current meeting is canceled by an important participant.;0
14_yh-rr-ss-jw1-uji14;"The meeting scheduler system may provide the ""meeting initiator"" a summary of the scan of ""potential meeting participants"" showing available ""time slots"" and schedule conflicts as a means of informing the ""meeting initiator"" of the overall results of the system.";0
14_yh-rr-ss-jw1-uji14;The meeting scheduler system may be able to include an agenda for a meeting proposal.;0
14_yh-rr-ss-jw1-uji14;"The meeting scheduler system may suggest a ""virtual meeting"" for available ""time slots"" if no location is available or feasible for the meeting.";0
14_yh-rr-ss-jw1-uji14;The meeting scheduler system may be able to include a list of required equipment for a meeting proposal.;0
14_yh-rr-ss-jw1-uji14;"A meeting scheduler system will temporarily reserve the ""time slots"" for the proposed meeting.";0
14_yh-rr-ss-jw1-uji14;"A meeting scheduler system will inform the ""potential meeting participant"" of the meeting.";0
15_bpms-uji15;Items are bought from various vendors located in or outside United States.;0
15_bpms-uji15;The buyer get in contact with various vendors and create catalog (list of items) from where the Store Managers of every store buy items for their store.;0
15_bpms-uji15;The Online system will give the advantage of keeping track of all purchase orders at any given point of time thus eliminating paper work and in turn error caused by it;0
15_bpms-uji15;All The above users have similar rights.;1
15_bpms-uji15;They have total access the BPMS system.;0
15_bpms-uji15;They have the rights to generate new users in the system.;0
15_bpms-uji15;They will have the total access to all the information in the system being a people from the management team of the organization.;0
15_bpms-uji15;District manager may have more than 1 store under him.;0
15_bpms-uji15;He logs in he sees only stores under him i.e. a list of his stores and toggle between them.;0
15_bpms-uji15;He should have managerial type access only for those stores that are under him.;0
15_bpms-uji15;The Store Manager and Assistant Store Manager have limited access in the BPMS.;0
15_bpms-uji15;They will be able to see the details restricted to their Store only.;0
15_bpms-uji15;Cost of items bought will not be disclosed;0
15_bpms-uji15;The comparison with other vendor items will not shown;0
15_bpms-uji15;Enter the details of Sales for his store registers;0
15_bpms-uji15;The Usage of the system will be restricted only to add cash registers and Changing his password;0
15_bpms-uji15;The Stores will have limited Internet access that is the usage of BPMS system online rest of the Internet will not be accessible.;0
18_SoftwareRequirementsSpecification-uji18;The product provides the members with online blocking of books capabilities and the Online Library System is up and running all day.;0
18_SoftwareRequirementsSpecification-uji18;The system provides logon facility to the users.;0
18_SoftwareRequirementsSpecification-uji18;The system provides the members with the option to check their account and/or change their options like password of the account whenever needed all through the day during the library hours.;0
18_SoftwareRequirementsSpecification-uji18;The system allows the members to block the books 24 hours a day and all the through the semester.;0
18_SoftwareRequirementsSpecification-uji18;The system lets the library staff to check which all members have blocked the books and whether they can borrow any more books or not.;0
18_SoftwareRequirementsSpecification-uji18;The system allows the Librarian to create the books catalog, add/delete books and maintain the books catalog.;0
18_SoftwareRequirementsSpecification-uji18;The system updates the billing system as and when the member borrows or returns a book.;0
18_SoftwareRequirementsSpecification-uji18;The book catalog is automated and the decision of offering the book based on the category of the book is automatically decided.;0
18_SoftwareRequirementsSpecification-uji18;We also have an order department, which manages to add or remove a book from the Library.;0
18_SoftwareRequirementsSpecification-uji18;The member should be provided with the updated information about the books catalog.;0
18_SoftwareRequirementsSpecification-uji18;Provisions for the members to borrow the books they want, if all the other required rules hold good.;0
18_SoftwareRequirementsSpecification-uji18;The member is given a provision to check his account information and change the account information any time in the given valid period.;0
18_SoftwareRequirementsSpecification-uji18;The members are provided with the books available roster and allowed to choose the books, which they want to use in the coming up days.;0
18_SoftwareRequirementsSpecification-uji18;The librarian can get the information about the members who have borrowed or returned the books.;0
18_SoftwareRequirementsSpecification-uji18;The librarian is provided with interfaces to add/delete the books available in the book catalog.;0
18_SoftwareRequirementsSpecification-uji18;The members when complete the book borrowing or returning process, the due to be paid by the member must be calculated and the information about the member and the due amount is sent to the university billing system.;0
18_SoftwareRequirementsSpecification-uji18;The system uses the University information security requirements to provide the login facility to the users.;0
18_SoftwareRequirementsSpecification-uji18;The information of all the users must be stored in a database that is accessible by the Online Library System.;0
18_SoftwareRequirementsSpecification-uji18;The university information security system must be compatible with the Internet applications.;0
18_SoftwareRequirementsSpecification-uji18;The Online Library System is connected to the university computer and is running all 24 hours a day.;0
18_SoftwareRequirementsSpecification-uji18;The users access the Online Library System from any computer that has Internet browsing capabilities and an Internet connection.;0
18_SoftwareRequirementsSpecification-uji18;The billing system is connected to the Online Library System and the database used by the billing system must be compatible with the interface of the Online Library System.;0
18_SoftwareRequirementsSpecification-uji18;The users must have their correct usernames and passwords to enter into the Online Library System.;0
18_SoftwareRequirementsSpecification-uji18;The users have sufficient knowledge of computers.;1
18_SoftwareRequirementsSpecification-uji18;The University computer should have Internet connection and Internet server capabilities.;1
18_SoftwareRequirementsSpecification-uji18;The users know the English language, as the user interface will be provided in English;0
18_SoftwareRequirementsSpecification-uji18;The product can access the university student database;0
18_SoftwareRequirementsSpecification-uji18;The system shall provide the users with logon capabilities.;0
18_SoftwareRequirementsSpecification-uji18;The Online Library System is also supported on mobile devices such as cell phones.;0
18_SoftwareRequirementsSpecification-uji18;The system can alert the Librarian or the administrator in case of any problems.;0
18_SoftwareRequirementsSpecification-uji18;The system shall allow the users to access the system from the Internet using HTML or it’s derivative technologies.;0
18_SoftwareRequirementsSpecification-uji18;The system uses a web browser as an interface.;0
18_SoftwareRequirementsSpecification-uji18;Since all users are familiar with the general usage of browsers, no specific training is required.;0
18_SoftwareRequirementsSpecification-uji18;The system is user friendly and self-explanatory.;0
18_SoftwareRequirementsSpecification-uji18;The system has to be very reliable due to the importance of data and the damages incorrect or incomplete data can do.;0
18_SoftwareRequirementsSpecification-uji18;The system is available 100% for the user and is used 24 hrs a day and 365 days a year.;0
18_SoftwareRequirementsSpecification-uji18;The system shall be operational 24 hours a day and 7 days a week.;0
18_SoftwareRequirementsSpecification-uji18;The system will be developed in such a way that it may fail once in a year.;0
18_SoftwareRequirementsSpecification-uji18;Even if the system fails, the system will be recovered back up within an hour or less.;0
18_SoftwareRequirementsSpecification-uji18;The accuracy of the system is limited by the accuracy of the speed at which the employees of the library and users of the library use the system.;0
18_SoftwareRequirementsSpecification-uji18;The system shall provide 100% access reliability.;0
18_SoftwareRequirementsSpecification-uji18;The Splash Page or Information page should be able to be downloaded within a minute using a 56K modem.;0
18_SoftwareRequirementsSpecification-uji18;The information is refreshed every two minutes.;1
18_SoftwareRequirementsSpecification-uji18;The access time for a mobile device should be less than a minute.;0
18_SoftwareRequirementsSpecification-uji18;The system shall respond to the member in not less than two seconds from the time of the request submittal.;0
18_SoftwareRequirementsSpecification-uji18;The system shall be allowed to take more time when doing large processing jobs.;1
18_SoftwareRequirementsSpecification-uji18;The system shall take as less time as possible to provide service to the administrator or the librarian.;0
18_SoftwareRequirementsSpecification-uji18;The number of transactions is directly dependent on the number of users, the users may be the Librarian, employees of the Library and also the people who use the Library for checking-out books, returning books and checking online library account.;0
18_SoftwareRequirementsSpecification-uji18;The system is capable of handling 250 users at a time.;0
18_SoftwareRequirementsSpecification-uji18;The resources are modified according the user requirements and also according to the books requested by the users.;0
18_SoftwareRequirementsSpecification-uji18;The system designers shall take in to considerations the following supportability and technical limitations.;0
18_SoftwareRequirementsSpecification-uji18;The system shall be comply with the TCP/IP protocol standards and shall be designed accordingly.;1
18_SoftwareRequirementsSpecification-uji18;The system shall support the UHCL information security requirements and use the same standard as the UHCL information security requirements.;0
18_SoftwareRequirementsSpecification-uji18;The member balance amount that will be calculated and sent to the billing system shall be compatible with the data types and design constraints of the billing system.;0
18_SoftwareRequirementsSpecification-uji18;The maintenance of the system shall be done as per the maintenance contract.;0
18_SoftwareRequirementsSpecification-uji18;The coding standards and naming conventions will be as per the American standards.;0
18_SoftwareRequirementsSpecification-uji18;The languages that shall be used for coding the Online Library System are Active Server Pages (ASP), Java Servlets, Java Server Pages (JSP), HTML, JavaScript, and VBScript.;0
